vid_id	start	stop
1863359610	01:07:23	01:07:41
1863359610	01:08:04	01:08:22
1863359610	01:09:48	01:10:03
1863359610	01:11:15	01:11:31
1863359610	01:11:55	01:12:22
1863359610	01:14:48	01:15:15
1863359610	01:16:20	01:16:32
1863359610	01:17:22	01:17:32
1863359610	01:18:25	01:18:46
1863359610	01:19:33	01:20:07
1863359610	01:27:31	01:27:47
1863359610	01:30:40	01:30:46
1863359610	01:31:16	01:31:36
1863359610	01:32:32	01:33:22
1863359610	01:34:02	01:34:10
1863359610	01:34:48	01:35:00
1863359610	01:48:09	01:48:18
1863359610	01:50:12	01:50:25
1863359610	01:55:32	01:55:50
1863359610	01:58:58	01:59:16
1863359610	02:00:58	02:01:10
1863359610	02:04:10	02:04:28
1863359610	02:06:22	02:06:32
1863359610	02:07:27	02:07:32
1863359610	02:08:04	02:08:17
1863359610	02:11:17	02:11:39
1863359610	02:11:57	02:12:03
1863359610	02:14:14	02:14:35
1863359610	02:16:40	02:16:52
1863359610	02:17:45	02:18:10
1863359610	02:33:28	02:33:47
1863359610	02:35:15	02:35:29
1863359610	02:37:15	02:37:42
1863359610	02:38:51	02:39:03
1863359610	02:40:21	02:40:31
1863359610	02:41:51	02:42:10
1863359610	02:42:34	02:42:47
1863359610	02:44:06	02:44:36
1863359610	02:48:02	02:48:25
1863359610	02:48:48	02:48:58
